people,saying,original,english_equivalent,source_title,source_url
Latin,"Nulla Poena Sine Lege. E.j. Brill, Leiden 1934, Brill Archive.",,"Nulla Poena Sine Lege. E.j. Brill, Leiden 1934, Brill Archive.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""No rule without exception.”.",Nulla regula sine exceptione.,"""No rule without exception.”",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "No rule without exception.”.,,Translation: "No rule without exception.”.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,1869). Hygiea.,,1869). Hygiea.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Least said, soonest mended.","Nulli tacuisse nocet, tutum silentii premium.","Least said, soonest mended.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Literal translation: To have remained silent harms no one, safety is the profit of silence.",,"Literal translation: To have remained silent harms no one, safety is the profit of silence.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"English equivalent: Least said, soonest mended.",,"English equivalent: Least said, soonest mended.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"In private animosities and verbal contentions, where angry passions are apt to rise, and irritating, if not profane expressions are often made use of, as we sometimes see to be the case, not only among neighbors, but in families, between husbands and wives, or parents and children, or the children themselves and other members of the household, - the least said, the better in general. By multiplying words, cases often grow worse instead of better."".",,"In private animosities and verbal contentions, where angry passions are apt to rise, and irritating, if not profane expressions are often made use of, as we sometimes see to be the case, not only among neighbors, but in families, between husbands and wives, or parents and children, or the children themselves and other members of the household, - the least said, the better in general. By multiplying words, cases often grow worse instead of better."".",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Porter, William Henry (1845).",,"Porter, William Henry (1845).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,There is no pain which time does not diminish. The long day devours pain.,Nullus est dolor quod longinquitas non minuat Dolorem dies longa consumit.,There is no pain which time does not diminish. The long day devours pain.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: There is no pain which time does not diminish. The long day devours pain.,,Literal translation: There is no pain which time does not diminish. The long day devours pain.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"von Reinsberg-Düringsfeld, Ida; von Reinsberg-Düringsfeld, Otto (1875).",,"von Reinsberg-Düringsfeld, Ida; von Reinsberg-Düringsfeld, Otto (1875).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"No book was so bad, but some good might be got out of it.","Nullus est liber tam mallus, ut non aliqua parte prosit.","No book was so bad, but some good might be got out of it.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"English equivalent: No book was so bad, but some good might be got out of it.",,"English equivalent: No book was so bad, but some good might be got out of it.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"When the pig is proffered, hold up the poke.",Oblata arripe.,"When the pig is proffered, hold up the poke.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"English equivalent: When the pig is proffered, hold up the poke.",,"English equivalent: When the pig is proffered, hold up the poke.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Take heed of enemies reconciled and of meat twice boiled.,Occidit miseros crambe repetita magistros.,Take heed of enemies reconciled and of meat twice boiled.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Take heed of enemies reconciled and of meat twice boiled.,,English equivalent: Take heed of enemies reconciled and of meat twice boiled.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,The eye looks but it is the mind that sees.,Oculus animi index.,The eye looks but it is the mind that sees.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Eyes are the index of the mind.,,Translation: Eyes are the index of the mind.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: The eye looks but it is the mind that sees.,,English equivalent: The eye looks but it is the mind that sees.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,All things (in rome) have their price. Original "omnia Romae cum pretio" Juvenal.,Omnia cum pretio.,All things (in rome) have their price. Original "omnia Romae cum pretio" Juvenal,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: All things (in rome) have their price. Original "omnia Romae cum pretio" Juvenal.,,Translation: All things (in rome) have their price. Original "omnia Romae cum pretio" Juvenal.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,All is fish that comes to net.,"Omnibus se accomodat rebus, omnia novit.",All is fish that comes to net.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: He who applies himself to all things, knows all things.",,"Translation: He who applies himself to all things, knows all things.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: All is fish that comes to net.,,English equivalent: All is fish that comes to net.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Medicine is the noblest of all arts.,Omnium artium medicina nobilissima est.,Medicine is the noblest of all arts.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Medicine is the noblest of all arts.,,Translation: Medicine is the noblest of all arts.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Poets are born, but orators are trained.","Oratores fiunt, poetae nascuntur.","Poets are born, but orators are trained.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"English equivalent: Poets are born, but orators are trained.",,"English equivalent: Poets are born, but orators are trained.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Meaning: Some things can be improved by training, others require innate talent.",,"Meaning: Some things can be improved by training, others require innate talent.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Good swimmers are often drowned.,Optimi natatores saepius submerguntur.,Good swimmers are often drowned.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Good swimmers are often drowned.,,English equivalent: Good swimmers are often drowned.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Hendrik Dominicus Suringar (1873).,,Hendrik Dominicus Suringar (1873).,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Rest is the best medicine.,Optimum medicamentum quies est.,Rest is the best medicine.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Rest is the best medicine.,,Translation: Rest is the best medicine.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Arnott, J. (1845). Appendix to an essay on therapeutical inquiry, containing the application of plans of treatment noticed therein to the practice of midwifery.",,"Arnott, J. (1845). Appendix to an essay on therapeutical inquiry, containing the application of plans of treatment noticed therein to the practice of midwifery.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Idle hands are the devils playthings.,Otia dant vitia.,Idle hands are the devils playthings.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Idle hands are the devils playthings.,,English equivalent: Idle hands are the devils playthings.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""Agreements must be honoured.”.",Pacta sunt servanda,"""Agreements must be honoured.”",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "Agreements must be honoured.”.,,Translation: "Agreements must be honoured.”.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Hasan, A. M. (2005). Pacta sunt servanda: the principle and its application in petroleum production sharing contract, Fikahati Aneska.",,"Hasan, A. M. (2005). Pacta sunt servanda: the principle and its application in petroleum production sharing contract, Fikahati Aneska.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Give and take is fair play.,Par pari refertur.,Give and take is fair play.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Give and take is fair play.,,English equivalent: Give and take is fair play.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,A prompt refusal has in part the grace of a favour granted.,Pars est beneficii quod petitur si cito neges.,A prompt refusal has in part the grace of a favour granted.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: A prompt refusal has in part the grace of a favour granted.,,Translation: A prompt refusal has in part the grace of a favour granted.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Friendship ... flourishes not so much by kindnesses as by sincerity.".,,Friendship ... flourishes not so much by kindnesses as by sincerity.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Étienne de la Boétie.,,Étienne de la Boétie.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""Peace is better than the most just war.”.",Pax melior est quam iustissimum bellum.,"""Peace is better than the most just war.”",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "Peace is better than the most just war.”.,,Translation: "Peace is better than the most just war.”.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Clure, A. M. Les HazArts Légendaires, Annie Mc Clure.",,"Clure, A. M. Les HazArts Légendaires, Annie Mc Clure.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Punishment is lame, but it comes.",Pede poena claudo.,"Punishment is lame, but it comes.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "Punishment comes limping.".,,Translation: "Punishment comes limping.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"English equivalent: Punishment is lame, but it comes.",,"English equivalent: Punishment is lame, but it comes.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Valerius, J. D. (1855). Samlade vitterhets-arbeten, Norstedt.",,"Valerius, J. D. (1855). Samlade vitterhets-arbeten, Norstedt.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,There is danger in delay.,Periculum in mora.,There is danger in delay.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: There is danger in delay.,,English equivalent: There is danger in delay.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Hesitation or procastination may lead to trouble or disaster.".,,Hesitation or procastination may lead to trouble or disaster.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Emerson Worcester, Joseph (1858),.",,"Emerson Worcester, Joseph (1858),.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""A beard doesn't make a philosopher."" (.",Philosophum non facit barba.,"""A beard doesn't make a philosopher."" (",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "A beard doesn't make a philosopher." (.,,Translation: "A beard doesn't make a philosopher." (.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,The educated don't get that way by memorizing.,,The educated don't get that way by memorizing.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""Further Beyond”, Spanish Motto.",Plus ultra,"""Further Beyond”, Spanish Motto.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: ""Further Beyond”, Spanish Motto.",,"Translation: ""Further Beyond”, Spanish Motto.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,The large fishes eats the small ones.,Piscem vorat maior minorem.,The large fishes eats the small ones.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: The large fishes eats the small ones.,,Translation: The large fishes eats the small ones.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
